Index,Field Name,Cleancode 15 char,Cleancode 15 char,Location,Company name,Code,Founded,Status,Similarity,Company founded,Logging harvester company,CTL,Priority,Canadian logging jobs,Comments,CA logging job posts,MAPS,YP,SAFE,CERTIFICATION,Size,Top Logging contractor,Capacity,CTL,Area of operation,Owner,Type of operation 1,Type of operation 2,Address,City,Province,Postal code,Fone,WEBSITE LINK,Point based on name,Google Maps,WEBSITE
1423,Always Be Building Associated Reforestation,Always Be Build,ALWAYSBEBUILD,BC,ALWAYS BE BUILDING ASSOCIATED REFORESTATION LTD.,BC-1228407,2019-10-28 0:00,Inactive,0.9949,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1424,Amakis Transport Inc.,Amakis Transpor,AMAKISTRANSPOR,BC,AMAKIS TRANSPORT INC.,BC-1267090,2020-09-24 0:00,Active,1.0000,09/24/20,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1425,AMS Ventures Ltd.,AMS Ventures Lt,AMSVENTURESLT,BC,AMS VENTURES LTD.,BC-0624389,2001-03-16 0:00,Active,1.0000,03/16/01,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1426,Amuri Forest Management Ltd.,Amuri Forest Ma,AMURIFORESTMA,BC,AMURI FOREST MANAGEMENT LTD.,BC-0660342,2002-12-17 0:00,Active,1.0000,12/17/02,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1427,Andreas Mohr,Andreas Mohr,ANDREASMOHR,BC,,,,,0.0000,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1428,Andrew A. Macleod,Andrew A. Macle,ANDREWAMACLE,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1429,Andrew Blix,Andrew Blix,ANDREWBLIX,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1430,Andrew James Gondek,Andrew James Go,ANDREWJAMESGO,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1431,Andrew Stewart Smith,Andrew Stewart ,ANDREWSTEWART,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1432,Andy Hiebert Trucking Ltd.,Andy Hiebert Tr,ANDYHIEBERTTR,BC,ANDY HIEBERT TRUCKING LTD.,BC-0258745,1983-01-05 0:00,Active,1.0000,01/05/83,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1433,Anspayaxw Development Ltd.,Anspayaxw Devel,ANSPAYAXWDEVEL,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1434,Antilla Ventures Ltd.,Antilla Venture,ANTILLAVENTURE,BC,ANTILLA VENTURES LTD.,BC-0631122,2001-07-17 0:00,Active,1.0000,07/17/01,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1435,Apex Forest & Wildfire Services Ltd.,Apex Forest & W,APEXFORESTW,BC,APEX FOREST & WILDFIRE SERVICES LTD.,BC-0655809,2002-10-03 0:00,Active,1.0000,10/03/02,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1436,Apex Geoscience Consultants Ltd.,Apex Geoscience,APEXGEOSCIENCE,BC,APEX GEOSCIENCE CONSULTANTS LTD.,BC-0541771,1997-04-29 0:00,Active,1.0000,04/29/97,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1437,Apex Reforestation Ltd.,Apex Reforestat,APEXREFORESTAT,BC,APEX REFORESTATION LTD.,BC-0343409,1988-04-11 0:00,Active,1.0000,04/11/88,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1438,Apex Tree Service Ltd.,Apex Tree Servi,APEXTREESERVI,BC,APEX TREE SERVICE LTD.,BC-0765917,2006-08-11 0:00,Active,1.0000,08/11/06,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1439,Apollo Forest Products Ltd.,Apollo Forest P,APOLLOFORESTP,BC,APOLLO FOREST PRODUCTS LTD.,BC-0085061,1969-03-07 0:00,Active,1.0000,03/07/69,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1440,Applied Mammal Research Institute Ltd.,Applied Mammal ,APPLIEDMAMMAL,BC,,,,,0.0000,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1441,Aquilla Resources Management Inc.,Aquilla Resourc,AQUILLARESOURC,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1442,ARA Engineering Ltd.,ARA Engineering,ARAENGINEERING,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1443,Arbor-Art Tree Service Ltd.,Arbor-Art Tree ,ARBORARTTREE,BC,ARBOR-ART TREE SERVICE LTD.,BC-0663458,2003-02-06 0:00,Active,1.0000,02/06/03,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1444,Arc Ridge Ltd.,Arc Ridge Ltd.,ARCRIDGELTD,BC,ARC RIDGE LTD.,BC-A0069859,2007-01-05 0:00,Active,1.0000,01/05/07,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1445,Ark Services Ltd.,Ark Services Lt,ARKSERVICESLT,BC,ARK SERVICES,BC-FM0514024,2009-10-22 0:00,Active,0.9818,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1446,Arksey Forest Services Ltd.,Arksey Forest S,ARKSEYFORESTS,BC,ARKSEY FOREST SERVICES LTD.,BC-0815041,2008-01-29 0:00,Active,1.0000,01/29/08,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1447,Arrow Forestry Ltd.,Arrow Forestry ,ARROWFORESTRY,BC,ARROW FORESTRY LTD.,BC-1219661,2019-08-14 0:00,Active,1.0000,08/14/19,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1448,Arrow Transportation Systems Inc.,Arrow Transport,ARROWTRANSPORT,BC,ARROW TRANSPORTATION SYSTEMS INC.,BC-1070392,2016-04-01 0:00,Active,1.0000,04/01/16,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1449,Arrowhead Industries Ltd.,Arrowhead Indus,ARROWHEADINDUS,BC,ARROWHEAD INDUSTRIES LTD.,BC-1161046,2018-04-19 0:00,Active,1.0000,04/19/18,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1450,Arthon Constructors Corp.,Arthon Construc,ARTHONCONSTRUC,BC,ARTHON CONSTRUCTORS CORP.,BC-0976651,2013-07-30 0:00,Active,1.0000,07/30/13,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1451,Artisan Reforestation Ltd.,Artisan Refores,ARTISANREFORES,BC,ARTISAN REFORESTATION LIMITED,BC-0770329,2006-09-28 0:00,Active,0.8940,,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1452,Aspect Forestry Consulting Ltd.,Aspect Forestry,ASPECTFORESTRY,BC,ASPECT FORESTRY CONSULTING LTD.,BC-1283722,2021-01-13 0:00,Active,1.0000,01/13/21,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1453,Aspen Tree Services Inc,Aspen Tree Serv,ASPENTREESERV,BC,ASPEN TREE SERVICES INC.,BC-1022772,2014-12-22 0:00,Active,1.0000,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1454,Asplundh Canada ULC,Asplundh Canada,ASPLUNDHCANADA,BC,ASPLUNDH CANADA ULC,BC-A0034965,1992-02-11 0:00,Active,1.0000,02/11/92,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1455,Associated Environmental Consultants Inc.,Associated Envi,ASSOCIATEDENVI,BC,ASSOCIATED ENVIRONMENTAL CONSULTANTS INC.,BC-A0078870,2009-12-17 0:00,Active,1.0000,12/17/09,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1456,Atco Wood Products Ltd.,Atco Wood Produ,ATCOWOODPRODU,BC,ATCO WOOD PRODUCTS LTD.,BC-0760901,2006-06-16 0:00,Active,1.0000,06/16/06,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1457,Atlas Tree Services Ltd.,Atlas Tree Serv,ATLASTREESERV,BC,ATLAS TREE SERVICES LTD.,BC-0779759,2007-01-12 0:00,Active,1.0000,01/12/07,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1458,Austin Powder Ltd.,Austin Powder L,AUSTINPOWDERL,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1459,Avery Creek Services Ltd.,Avery Creek Ser,AVERYCREEKSER,BC,AVERY CREEK SERVICES LTD.,BC-0524803,1996-08-08 0:00,Active,1.0000,08/08/96,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1460,Avison Management Services Ltd.,Avison Manageme,AVISONMANAGEME,BC,AVISON MANAGEMENT SERVICES LTD.,BC-0305095,1986-02-24 0:00,Active,1.0000,02/24/86,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1461,Azimuth Consulting Group Inc.,Azimuth Consult,AZIMUTHCONSULT,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1462,Azimuth Forestry & Mapping Solutions Ltd.,Azimuth Forestr,AZIMUTHFORESTR,BC,AZIMUTH FORESTRY & MAPPING SOLUTIONS LTD.,BC-0601883,2000-02-23 0:00,Active,1.0000,02/23/00,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1463,B Berry Enterprises Ltd.,B Berry Enterpr,BBERRYENTERPR,BC,B. BERRY ENTERPRISES LTD.,BC-0781537,2007-02-01 0:00,Active,1.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1464,B&B TreeTopping Ltd.,B&B TreeTopping,BBTREETOPPING,BC,B&B TREETOPPING LTD.,BC-1021540,2014-12-10 0:00,Active,1.0000,12/10/14,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1465,B-2 Ranch Ltd.,B-2 Ranch Ltd.,B2RANCHLTD,BC,B-2 RANCH LTD.,BC-0475764,1994-06-28 0:00,Active,1.0000,06/28/94,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1466,B. Schwing Trucking Inc.,B. Schwing Truc,BSCHWINGTRUC,BC,B. SCHWING TRUCKING INC.,BC-1228780,2019-10-30 0:00,Active,1.0000,10/30/19,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1467,B. Van Vliet Excavating Ltd.,B. Van Vliet Ex,BVANVLIETEX,BC,B. VAN VLIET EXCAVATING LTD.,BC-0786281,2007-03-22 0:00,Active,1.0000,03/22/07,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1468,B.A. Blackwell and Associates Ltd.,B.A. Blackwell ,BABLACKWELL,BC,B.A. BLACKWELL AND ASSOCIATES,BC-FM0101144,1989-09-25 0:00,Active,0.9923,,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1469,B.A.C.K. Ventures Ltd.,B.A.C.K. Ventur,BACKVENTUR,BC,B.A.C.K. VENTURES LTD.,BC-0498467,1995-06-12 0:00,Active,1.0000,06/12/95,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1470,B.G. Self Loading Ltd.,B.G. Self Loadi,BGSELFLOADI,BC,B. G. SELF LOADING LTD.,BC-0506718,1995-10-25 0:00,Active,1.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1471,B.R.I. Security & Consulting Services Ltd.,B.R.I. Security,BRISECURITY,BC,B.R.I. SECURITY & CONSULTING SERVICES LTD.,BC-0730627,2005-07-22 0:00,Active,1.0000,07/22/05,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1472,Babine Barge Ltd.,Babine Barge Lt,BABINEBARGELT,BC,BABINE BARGE LTD.,BC-0641623,2002-02-06 0:00,Active,1.0000,02/06/02,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1473,Babine Forest Products Limited,Babine Forest P,BABINEFORESTP,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1474,Bad Ventures Ltd.,Bad Ventures Lt,BADVENTURESLT,BC,BAD VENTURES LTD.,BC-0610757,2000-07-14 0:00,Inactive,1.0000,07/14/00,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1475,Barbara Zimonick,Barbara Zimonic,BARBARAZIMONIC,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1476,BARMaxwell Trucking Ltd,BARMaxwell Truc,BARMAXWELLTRUC,BC,BARMAXWELL TRUCKING LTD.,BC-0777535,2006-12-18 0:00,Active,1.0000,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1477,Barry Bender Holdings Ltd.,Barry Bender Ho,BARRYBENDERHO,BC,BARRY BENDER HOLDINGS LTD.,BC-0508180,1995-11-10 0:00,Active,1.0000,11/10/95,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1478,Barry Lynd Brekke,Barry Lynd Brek,BARRYLYNDBREK,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1479,Barry Shingar & Sons Trucking Ltd.,Barry Shingar &,BARRYSHINGAR,BC,BARRY SHINGAR & SONS TRUCKING LTD.,BC-1118893,2017-05-15 0:00,Active,1.0000,05/15/17,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1480,Barry William Areshenkoff,Barry William A,BARRYWILLIAMA,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1481,Barry William Morrison,Barry William M,BARRYWILLIAMM,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1482,Barry Wilson,Barry Wilson,BARRYWILSON,BC,,,,,0.0000,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1483,Bassett Bro's Transport Ltd.,Bassett Bro's T,BASSETTBROST,BC,BASSETT BRO'S TRANSPORT LTD.,BC-1010047,2014-08-06 0:00,Active,1.0000,08/06/14,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1484,BAT Construction Ltd.,BAT Constructio,BATCONSTRUCTIO,BC,BAT CONSTRUCTION LTD.,BC-1091452,2016-09-30 0:00,Active,1.0000,09/30/16,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1485,Baufor Consulting (2007) Ltd.,Baufor Consulti,BAUFORCONSULTI,BC,BAUFOR CONSULTING 2007 LTD.,BC-0810124,2007-12-03 0:00,Active,1.0000,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1486,Bay Line Enterprises Inc.,Bay Line Enterp,BAYLINEENTERP,BC,BAY LINE ENTERPRISES INC.,BC-1023818,2015-01-04 0:00,Active,1.0000,01/04/15,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1487,Bayliff Enterprises Ltd.,Bayliff Enterpr,BAYLIFFENTERPR,BC,BAYLIFF ENTERPRISES LTD.,BC-1020220,2014-11-27 0:00,Active,1.0000,11/27/14,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1488,BC Ecochips Ltd.,BC Ecochips Ltd,BCECOCHIPSLTD,BC,BC ECOCHIPS LTD.,BC-0824166,2008-05-05 0:00,Active,1.0000,05/05/08,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1489,BC Forest Waste and Fibre Services Ltd.,BC Forest Waste,BCFORESTWASTE,BC,,,,,0.0000,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1490,BC Plant Health Care Inc.,BC Plant Health,BCPLANTHEALTH,BC,BC PLANT HEALTH CARE INC.,BC-0610308,2000-07-07 0:00,Active,1.0000,07/07/00,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1491,Beachy Mechanical Ltd.,Beachy Mechanic,BEACHYMECHANIC,BC,BEACHY MECHANICAL LTD.,BC-0878185,2010-04-09 0:00,Active,1.0000,04/09/10,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1492,Bear Safety Services Ltd.,Bear Safety Ser,BEARSAFETYSER,BC,BEAR SAFETY SERVICES LTD.,BC-1068182,2016-03-13 0:00,Active,1.0000,03/13/16,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1493,Bearing Outward Silvicultural Consultants Ltd.,Bearing Outward,BEARINGOUTWARD,BC,BEARING OUTWARD SILVICULTURAL CONSULTANTS LTD.,BC-0290998,1985-04-12 0:00,Active,1.0000,04/12/85,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1494,Beartooth Falling Ltd.,Beartooth Falli,BEARTOOTHFALLI,BC,BEARTOOTH FALLING LTD.,BC-0951967,2012-10-03 0:00,Active,1.0000,10/03/12,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1495,Beaverfoot Resources Ltd.,Beaverfoot Reso,BEAVERFOOTRESO,BC,BEAVERFOOT RESOURCES LTD.,BC-0186174,1979-02-06 0:00,Active,1.0000,02/06/79,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1496,Belanger Loading Inc.,Belanger Loadin,BELANGERLOADIN,BC,BELANGER LOADING INC.,BC-0438125,1992-12-24 0:00,Active,1.0000,12/24/92,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1497,Bella Coola Community Forest Ltd.,Bella Coola Com,BELLACOOLACOM,BC,BELLA COOLA COMMUNITY FOREST LTD.,BC-0805389,2007-10-13 0:00,Active,1.0000,10/13/07,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1498,Ben Auston Hinsche,Ben Auston Hins,BENAUSTONHINS,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1499,Bernard J. Reimer,Bernard J. Reim,BERNARDJREIM,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1500,Bernard Klassen,Bernard Klassen,BERNARDKLASSEN,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1501,Bernier Holdings Ltd.,Bernier Holding,BERNIERHOLDING,BC,BERNIER HOLDINGS LTD.,BC-0349425,1988-08-02 0:00,Active,1.0000,08/02/88,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1502,Bert Middelburg,Bert Middelburg,BERTMIDDELBURG,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1503,Best Managed Forest Ltd.,Best Managed Fo,BESTMANAGEDFO,BC,BEST MANAGED FOREST LTD.,BC-1074607,2016-05-05 0:00,Active,1.0000,05/05/16,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1504,BG Macdonald Services Ltd.,BG Macdonald Se,BGMACDONALDSE,BC,B.G. MACDONALD SERVICES LTD.,BC-0639641,2001-12-27 0:00,Active,0.9913,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1505,Big Rock Construction Company Ltd.,Big Rock Constr,BIGROCKCONSTR,BC,BIG ROCK CONSTRUCTION COMPANY LTD.,BC-0964791,2013-03-12 0:00,Active,1.0000,03/12/13,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1506,Bill Lasuta and Associates Limited,Bill Lasuta and,BILLLASUTAAND,BC,,,,,0.0000,,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1507,Bill Todd Ltd.,Bill Todd Ltd.,BILLTODDLTD,BC,BILL TODD LTD.,BC-0186977,1979-02-21 0:00,Active,1.0000,02/21/79,Harvester company,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1508,Binnie Construction Services Ltd.,Binnie Construc,BINNIECONSTRUC,BC,BINNIE CONSTRUCTION SERVICES LTD.,BC-0762795,2006-07-07 0:00,Active,1.0000,07/07/06,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1509,Binnie Land Surveying Ltd.,Binnie Land Sur,BINNIELANDSUR,BC,BINNIE LAND SURVEYING LTD.,BC-0927893,2011-12-16 0:00,Active,1.0000,12/16/11,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1510,Biota Environmental Services Ltd.,Biota Environme,BIOTAENVIRONME,BC,BIOTA ENVIRONMENTAL SERVICES LTD.,BC-A0110396,2019-07-08 0:00,Active,1.0000,07/08/19,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1511,Bjornson Holdings Limited,Bjornson Holdin,BJORNSONHOLDIN,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1512,BKB Cedar Products Ltd.,BKB Cedar Produ,BKBCEDARPRODU,BC,BKB CEDAR PRODUCTS LTD.,BC-0673137,2003-07-09 0:00,Active,1.0000,07/09/03,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1513,Black Axe Ventures Inc.,Black Axe Ventu,BLACKAXEVENTU,BC,BLACK AXE VENTURES INC.,BC-1025077,2015-01-16 0:00,Active,1.0000,01/16/15,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1514,Black Mountain Industries Corp.,Black Mountain ,BLACKMOUNTAIN,BC,BLACK MOUNTAIN INDUSTRIES CORP.,BC-1127729,2017-07-22 0:00,Active,1.0000,07/22/17,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1515,Black Tusk Helicopter Inc.,Black Tusk Heli,BLACKTUSKHELI,BC,BLACK TUSK HELICOPTER INC.,BC-0445892,1993-04-28 0:00,Active,1.0000,04/28/93,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1516,Blackburn Trucking Ltd.,Blackburn Truck,BLACKBURNTRUCK,BC,BLACKBURN TRUCKING LTD.,BC-0087300,1969-06-09 0:00,Active,1.0000,06/09/69,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1517,Blackcomb Helicopters Ltd.,Blackcomb Helic,BLACKCOMBHELIC,BC,BLACKCOMB HELICOPTERS LTD.,BC-0373050,1989-09-21 0:00,Active,1.0000,09/21/89,,,,,,,,,SAFE,BASE,>20 employees,,,,,,,,,,,,,,0,,
1518,Blackie Holdings Inc.,Blackie Holding,BLACKIEHOLDING,BC,BLACKIE HOLDINGS INC.,BC-0210775,1980-06-03 0:00,Active,1.0000,06/03/80,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1519,Blackmine Outfitters Trucking Ltd.,Blackmine Outfi,BLACKMINEOUTFI,BC,BLACKMINE OUTFITTERS TRUCKING LTD.,BC-0760221,2006-06-09 0:00,Active,1.0000,06/09/06,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1520,Blackwater QS/T Services Ltd.,Blackwater QS/T,BLACKWATERQST,BC,BLACKWATER QS/T SERVICES LTD.,BC-1037733,2015-05-27 0:00,Active,1.0000,05/27/15,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1521,Bladetec Road Services Inc.,Bladetec Road S,BLADETECROADS,BC,BLADETEC ROAD SERVICES INC.,BC-0962342,2013-02-13 0:00,Active,1.0000,02/13/13,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1522,Blair Donald Salie,Blair Donald Sa,BLAIRDONALDSA,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1523,Blake Edwin Glaim,Blake Edwin Gla,BLAKEEDWINGLA,BC,,,,,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1524,BlastPro Construction Ltd.,BlastPro Constr,BLASTPROCONSTR,BC,BLASTPRO CONSTRUCTION LTD.,BC-0846744,2009-03-01 0:00,Active,1.0000,03/01/09,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1525,Blue Canyon Concrete Ltd.,Blue Canyon Con,BLUECANYONCON,BC,BLUE CANYON CONCRETE LTD.,BC-0268617,1983-09-09 0:00,Active,1.0000,09/09/83,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1526,Blue Green Environmental Planning Corporation,Blue Green Envi,BLUEGREENENVI,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1527,Blue Moon Industries Ltd.,Blue Moon Indus,BLUEMOONINDUS,BC,BLUE MOON INDUSTRIES LTD.,BC-0979033,2013-08-28 0:00,Active,1.0000,08/28/13,,,,,,,,,,,,,,,,,,,,,,,,,0,,
1528,Blue Mountain Trucking Ltd.,Blue Mountain T,BLUEMOUNTAINT,BC,BLUE MOUNTAIN TRUCKING LTD.,BC-0894053,2010-11-01 0:00,Active,1.0000,11/01/10,,,,,,,,,SAFE,IOO,Individual owner operator,,,,,,,,,,,,,,0,,
1529,Blue Valley Trucking Ltd.,Blue Valley Tru,BLUEVALLEYTRU,BC,BLUE VALLEY TRUCKING LTD.,BC-1144870,2017-12-12 0:00,Active,1.0000,12/12/17,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1530,Bob Reichert Backhoe Inc,Bob Reichert Ba,BOBREICHERTBA,BC,BOB REICHERT BACKHOE INC.,BC-0974827,2013-07-09 0:00,Active,1.0000,,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1531,Bohnet Ranch Ltd.,Bohnet Ranch Lt,BOHNETRANCHLT,BC,BOHNET RANCH LTD.,BC-0608044,2000-05-30 0:00,Active,1.0000,05/30/00,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1532,Bolster Enterprises Ltd.,Bolster Enterpr,BOLSTERENTERPR,BC,BOLSTER ENTERPRISES LTD.,BC-0162621,1977-06-13 0:00,Active,1.0000,06/13/77,,,,,,,,,SAFE,ISEBASE,2-5 employed,,,,,,,,,,,,,,0,,
1533,Bonanza Creek Cont. Ltd.,Bonanza Creek C,BONANZACREEKC,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
1534,Bonaparte Indian Band,Bonaparte India,BONAPARTEINDIA,BC,,,,,0.0000,,,,,,,,,,SAFE,SEBASE,6-19 employed,,,,,,,,,,,,,,0,,
